order_id,order_date,region,category,channel,customer_segment,units,unit_price,discount_pct,revenue,cost,profit,delivery_days,rating
2811,2024-07-19,North,Footwear,Online,Consumer,8,116.65,0.0,933.2,575.99,357.21,8.0,5.0
3517,2024-07-19,North,Apparel,Online,Consumer,10,80.72,0.15,686.12,419.75,266.37,11.0,
3641,2024-07-19,North,Apparel,Online,Home Office,3,49.14,0.05,140.05,90.4,49.65,,1.0
4137,2024-07-19,South,Apparel,Wholesale,Corporate,86,39.43,0.0,3390.98,2098.82,1292.16,13.0,1.0
84,2024-07-20,South,Apparel,Online,Consumer,3,75.19,0.0,225.57,134.67,90.9,3.0,4.0
823,2024-07-20,North,Footwear,Retail,Consumer,4,95.17,0.1,342.61,223.59,119.02,5.0,5.0
1096,2024-07-20,South,Outerwear,Online,Consumer,11,49.61,0.1,491.14,302.66,188.48,,5.0
2971,2024-07-20,South,Footwear,Retail,Consumer,7,28.7,0.0,200.9,114.88,86.02,1.0,1.0
3552,2024-07-20,South,Outerwear,Wholesale,Consumer,319,46.12,0.0,14712.28,8944.62,5767.66,7.0,5.0
3977,2024-07-20,North,Accessories,Online,Corporate,11,68.95,0.0,758.45,486.07,272.38,2.0,3.0
4043,2024-07-20,South,Footwear,Online,Corporate,7,91.59,0.1,577.02,346.62,230.4,2.0,5.0
4305,2024-07-20,North,Apparel,Retail,Corporate,1,45.59,0.1,41.03,22.36,18.67,13.0,2.0
4386,2024-07-20,South,Footwear,Online,Consumer,6,99.27,0.0,595.62,344.03,251.59,,1.0
4703,2024-07-20,North,Outerwear,Retail,Home Office,4,67.78,0.0,271.12,168.29,102.83,6.0,5.0
4821,2024-07-20,East,Accessories,Online,Consumer,10,62.95,0.0,629.5,398.46,231.04,5.0,3.0
626,2024-07-21,North,Apparel,Online,Consumer,8,119.21,0.0,953.68,572.54,381.14,12.0,
1284,2024-07-21,South,Outerwear,Online,Corporate,9,54.14,0.0,487.26,290.11,197.15,13.0,5.0
4211,2024-07-21,North,Apparel,Retail,Consumer,9,48.94,0.0,440.46,257.22,183.24,13.0,
283,2024-07-22,West,Footwear,Retail,Consumer,11,44.45,0.0,488.95,304.68,184.27,7.0,4.0
702,2024-07-22,West,Outerwear,Online,Corporate,5,24.84,0.05,117.99,69.91,48.08,6.0,1.0
1161,2024-07-22,West,Accessories,Online,Corporate,2,61.86,0.0,123.72,78.0,45.72,9.0,4.0
2160,2024-07-22,East,Outerwear,Retail,Consumer,5,14.1,0.0,70.5,43.63,26.87,12.0,2.0
2173,2024-07-22,South,Apparel,Wholesale,Home Office,345,45.45,0.1,14112.23,7150.99,6961.24,14.0,3.0
2637,2024-07-22,South,Outerwear,Retail,Consumer,8,51.79,0.25,310.74,200.71,110.03,4.0,5.0
2780,2024-07-22,West,Footwear,Online,Corporate,9,80.44,0.0,723.96,462.91,261.05,,2.0
3468,2024-07-22,West,Apparel,Retail,Corporate,8,18.87,0.0,150.96,87.73,63.23,12.0,
3736,2024-07-22,West,Accessories,Online,Consumer,5,80.51,0.25,301.91,194.17,107.74,10.0,5.0
174,2024-07-23,West,Footwear,Retail,Consumer,3,16.27,0.0,48.81,27.82,20.99,2.0,2.0
230,2024-07-23,East,Footwear,Online,Home Office,6,47.93,0.15,244.44,144.48,99.96,6.0,2.0
4158,2024-07-23,North,Apparel,Online,Corporate,9,138.77,0.1,1124.04,663.35,460.69,7.0,3.0
4871,2024-07-23,South,Footwear,Online,Consumer,7,51.53,0.0,360.71,228.36,132.35,7.0,1.0
4905,2024-07-23,East,Footwear,Online,Consumer,9,63.99,0.0,575.91,395.31,180.6,3.0,4.0
266,2024-07-24,West,Footwear,Online,Corporate,6,49.15,0.0,294.9,195.25,99.65,9.0,
1588,2024-07-24,West,Accessories,Online,Consumer,1,69.57,0.0,69.57,46.29,23.28,3.0,
1744,2024-07-24,West,Apparel,Retail,Corporate,9,88.58,0.15,677.64,454.48,223.16,1.0,
2394,2024-07-24,East,Accessories,Online,Consumer,6,76.89,0.0,461.34,300.66,160.68,6.0,1.0
2998,2024-07-24,East,Outerwear,Online,Consumer,11,206.3,0.05,2155.84,1274.09,881.75,1.0,3.0
4487,2024-07-24,North,Footwear,Online,Corporate,11,68.97,0.0,758.67,485.32,273.35,,4.0
1003,2024-07-25,West,Apparel,Retail,Consumer,1,78.18,0.0,78.18,48.54,29.64,13.0,5.0
1124,2024-07-25,North,Accessories,Online,Corporate,7,68.68,0.0,480.76,273.54,207.22,7.0,1.0
1298,2024-07-25,South,Accessories,Online,Home Office,4,37.03,0.0,148.12,91.69,56.43,1.0,
1552,2024-07-25,North,Footwear,Retail,Consumer,6,26.12,0.0,156.72,93.02,63.7,3.0,4.0
1611,2024-07-25,South,Apparel,Retail,Consumer,10,94.63,0.1,851.67,543.18,308.49,13.0,4.0
1875,2024-07-25,North,Apparel,Online,Home Office,9,125.1,0.0,1125.9,699.2,426.7,2.0,4.0
3419,2024-07-25,West,Accessories,Retail,Consumer,8,92.62,0.1,666.86,414.45,252.41,7.0,4.0
3496,2024-07-25,East,Accessories,Online,Home Office,10,44.72,0.0,447.2,259.24,187.96,6.0,3.0
833,2024-07-26,West,Footwear,Retail,Consumer,1,33.03,0.0,33.03,21.0,12.03,7.0,2.0
839,2024-07-26,East,Apparel,Retail,Home Office,11,41.47,0.0,456.17,261.49,194.68,2.0,3.0
1521,2024-07-26,South,Apparel,Retail,Corporate,2,21.24,0.0,42.48,24.38,18.1,13.0,1.0
1582,2024-07-26,North,Footwear,Online,Corporate,9,31.27,0.0,281.43,153.3,128.13,8.0,3.0
4046,2024-07-26,South,Accessories,Online,Consumer,9,11.41,0.0,102.69,70.96,31.73,1.0,4.0
787,2024-07-27,North,Footwear,Online,Consumer,1,36.91,0.05,35.06,20.38,14.68,2.0,1.0
3494,2024-07-27,East,Footwear,Online,Consumer,2,44.79,0.15,76.14,50.52,25.62,9.0,3.0
3796,2024-07-27,South,Footwear,Wholesale,Consumer,238,78.79,0.0,18752.02,12225.52,6526.5,14.0,
4017,2024-07-27,West,Footwear,Online,Corporate,3,65.96,0.0,197.88,117.68,80.2,14.0,
4674,2024-07-27,West,Footwear,Online,Consumer,11,35.3,0.0,388.3,223.01,165.29,14.0,
4731,2024-07-27,West,Accessories,Online,Home Office,8,41.66,0.05,316.62,191.26,125.36,1.0,2.0
767,2024-07-28,West,Outerwear,Retail,Corporate,3,83.05,0.05,236.69,147.24,89.45,4.0,4.0
1285,2024-07-28,South,Outerwear,Retail,Corporate,10,103.98,0.0,1039.8,649.28,390.52,11.0,2.0
1667,2024-07-28,North,Apparel,Wholesale,Consumer,132,85.42,0.0,11275.44,6658.5,4616.94,7.0,1.0
1738,2024-07-28,West,Apparel,Wholesale,Home Office,381,15.35,0.0,5848.35,3757.32,2091.03,14.0,
3077,2024-07-28,South,Footwear,Wholesale,Corporate,81,96.36,0.1,7024.64,4680.34,2344.3,14.0,5.0
2283,2024-07-29,West,Outerwear,Wholesale,Consumer,172,73.47,0.05,12005.0,7114.07,4890.93,1.0,2.0
2291,2024-07-29,West,Apparel,Online,Home Office,6,95.6,0.25,430.2,256.78,173.42,5.0,
3187,2024-07-29,North,Footwear,Online,Home Office,11,65.53,0.15,612.71,399.61,213.1,7.0,3.0
3727,2024-07-29,North,Apparel,Wholesale,Corporate,45,70.77,0.0,3184.65,1893.0,1291.65,1.0,2.0
4848,2024-07-29,North,Footwear,Online,Consumer,6,40.03,0.05,228.17,135.86,92.31,11.0,
209,2024-07-30,South,Footwear,Retail,Corporate,10,61.22,0.0,612.2,372.97,239.23,5.0,1.0
339,2024-07-30,North,Accessories,Retail,Consumer,5,67.54,0.1,303.93,171.56,132.37,14.0,4.0
977,2024-07-30,West,Accessories,Online,Home Office,9,79.01,0.25,533.32,361.04,172.28,11.0,5.0
1447,2024-07-30,North,Outerwear,Online,Consumer,6,40.86,0.0,245.16,147.5,97.66,2.0,1.0
2340,2024-07-30,East,Footwear,Wholesale,Home Office,300,105.1,0.0,31530.0,21029.63,10500.37,13.0,
2757,2024-07-30,East,Footwear,Wholesale,Consumer,73,20.98,0.15,1301.81,841.45,460.36,8.0,
3054,2024-07-30,East,Outerwear,Online,Consumer,9,27.6,0.0,248.4,139.44,108.96,,3.0
3861,2024-07-30,North,Outerwear,Online,Consumer,8,79.5,0.05,604.2,380.77,223.43,6.0,
4454,2024-07-30,West,Accessories,Online,Consumer,2,125.31,0.1,225.56,117.43,108.13,5.0,
721,2024-07-31,North,Accessories,Retail,Consumer,5,47.42,0.15,201.54,120.0,81.54,1.0,
770,2024-07-31,North,Footwear,Online,Consumer,5,42.94,0.0,214.7,113.84,100.86,,1.0
3992,2024-07-31,North,Footwear,Retail,Consumer,2,14.28,0.0,28.56,19.74,8.82,,
4374,2024-07-31,East,Accessories,Retail,Consumer,5,50.64,0.0,253.2,158.9,94.3,14.0,4.0
4700,2024-07-31,North,Footwear,Online,Corporate,9,84.09,0.1,681.13,446.5,234.63,3.0,3.0
4781,2024-07-31,South,Footwear,Online,Corporate,10,57.81,0.05,549.2,359.91,189.29,2.0,2.0
1160,2024-08-01,South,Outerwear,Online,Consumer,6,68.52,0.15,288.3,191.35,96.95,,
1221,2024-08-01,South,Outerwear,Wholesale,Consumer,219,125.34,0.0,22645.8,14623.8,8022.0,5.0,3.0
1599,2024-08-01,South,Apparel,Retail,Home Office,11,66.28,0.15,511.27,336.38,174.89,2.0,
2532,2024-08-01,East,Accessories,Online,Home Office,1,117.36,0.05,91.98,54.79,37.19,3.0,
3069,2024-08-01,North,Outerwear,Retail,Corporate,3,86.34,0.0,213.69,135.37,78.32,12.0,2.0
3237,2024-08-01,North,Apparel,Online,Consumer,2,115.53,0.05,181.09,113.47,67.62,12.0,4.0
4304,2024-08-01,East,Footwear,Online,Consumer,11,32.59,0.0,295.75,187.6,108.15,7.0,2.0
2049,2024-08-02,East,Accessories,Online,Home Office,9,30.76,0.0,228.39,129.69,98.7,11.0,1.0
2301,2024-08-02,East,Apparel,Wholesale,Consumer,64,45.76,0.1,2174.52,1337.93,836.59,11.0,4.0
2859,2024-08-02,East,Apparel,Retail,Consumer,4,40.7,0.0,134.31,77.36,56.95,3.0,
4927,2024-08-02,South,Footwear,Retail,Corporate,3,27.91,0.0,69.08,42.14,26.94,5.0,1.0
4942,2024-08-02,South,Outerwear,Online,Corporate,8,85.52,0.05,536.21,354.98,181.23,4.0,
4965,2024-08-02,North,Accessories,Wholesale,Corporate,310,25.44,0.0,6506.28,3892.72,2613.56,13.0,1.0
2382,2024-08-03,North,Apparel,Online,Consumer,1,90.45,0.0,74.62,45.93,28.69,3.0,5.0
2617,2024-08-03,East,Footwear,Retail,Home Office,7,49.56,0.0,286.21,176.55,109.66,9.0,2.0
4635,2024-08-03,South,Apparel,Retail,Consumer,11,29.27,0.1,239.06,149.9,89.16,7.0,2.0
665,2024-08-04,North,Apparel,Retail,Corporate,9,42.46,0.0,315.27,188.74,126.53,6.0,5.0
1079,2024-08-04,South,Accessories,Online,Corporate,3,70.3,0.1,156.59,85.74,70.85,5.0,
1761,2024-08-04,West,Accessories,Wholesale,Corporate,369,25.67,0.05,7423.86,4728.79,2695.07,1.0,1.0
2739,2024-08-04,North,Outerwear,Retail,Corporate,9,30.16,0.0,223.94,144.58,79.36,11.0,2.0
3385,2024-08-04,South,Accessories,Online,Consumer,4,58.69,0.0,193.68,111.0,82.68,13.0,1.0
3607,2024-08-04,East,Accessories,Online,Consumer,10,52.45,0.1,389.44,252.23,137.21,7.0,
4612,2024-08-04,West,Apparel,Online,Consumer,8,93.17,0.05,584.18,348.53,235.65,,2.0
4813,2024-08-04,East,Apparel,Retail,Corporate,1,38.92,0.05,30.5,19.58,10.92,5.0,
3702,2024-08-05,South,Outerwear,Online,Consumer,5,24.23,0.15,84.96,50.39,34.57,7.0,3.0
3859,2024-08-05,East,Outerwear,Wholesale,Consumer,119,115.75,0.0,11363.76,6613.7,4750.06,5.0,4.0
4225,2024-08-05,West,Footwear,Online,Consumer,3,117.35,0.05,275.92,158.45,117.47,9.0,5.0
1332,2024-08-06,North,Apparel,Online,Home Office,3,48.7,0.0,120.53,73.17,47.36,,5.0
2191,2024-08-06,South,Accessories,Wholesale,Home Office,222,52.87,0.15,8230.67,4874.56,3356.11,4.0,3.0
3092,2024-08-06,East,Outerwear,Retail,Consumer,9,40.01,0.0,297.07,196.54,100.53,8.0,4.0
759,2024-08-07,North,Apparel,Online,Consumer,2,38.49,0.15,53.98,32.29,21.69,10.0,4.0
1281,2024-08-07,South,Apparel,Online,Consumer,4,35.08,0.0,115.76,64.46,51.3,7.0,5.0
1341,2024-08-07,West,Accessories,Online,Corporate,4,67.61,0.0,223.11,149.09,74.02,13.0,3.0
1379,2024-08-07,North,Footwear,Online,Home Office,4,30.04,0.1,89.22,54.08,35.14,5.0,3.0
2136,2024-08-07,South,Outerwear,Retail,Consumer,8,22.53,0.05,141.26,90.19,51.07,2.0,
2203,2024-08-07,East,Footwear,Online,Corporate,3,88.87,0.0,219.95,127.02,92.93,10.0,4.0
3627,2024-08-07,West,Apparel,Online,Consumer,10,36.03,0.1,267.52,181.15,86.37,9.0,5.0
3660,2024-08-07,East,Outerwear,Online,Home Office,5,58.72,0.0,242.22,138.88,103.34,5.0,1.0
4346,2024-08-07,West,Apparel,Online,Consumer,10,38.47,0.0,317.38,187.44,129.94,4.0,2.0
4667,2024-08-07,North,Footwear,Online,Consumer,1,37.63,0.1,27.94,18.26,9.68,2.0,1.0
4846,2024-08-07,North,Accessories,Retail,Consumer,3,72.74,0.1,162.03,96.7,65.33,14.0,3.0
81,2024-08-08,West,Accessories,Online,Consumer,6,70.57,0.0,349.32,195.33,153.99,14.0,
167,2024-08-08,East,Accessories,Retail,Consumer,4,15.33,0.0,50.59,32.75,17.84,6.0,
1342,2024-08-08,West,Apparel,Wholesale,Consumer,75,41.85,0.05,2460.0,1466.8,993.2,11.0,
1372,2024-08-08,West,Outerwear,Online,Consumer,3,38.66,0.15,81.33,47.75,33.58,2.0,2.0
2243,2024-08-08,North,Apparel,Retail,Consumer,1,34.38,0.05,26.95,15.75,11.2,12.0,2.0
2826,2024-08-08,South,Apparel,Retail,Corporate,5,73.24,0.25,226.59,154.41,72.18,13.0,5.0
3073,2024-08-08,South,Footwear,Retail,Consumer,3,194.85,0.0,482.25,284.53,197.72,10.0,
4734,2024-08-08,South,Footwear,Online,Corporate,4,69.57,0.0,229.58,150.75,78.83,9.0,3.0
717,2024-08-09,South,Footwear,Online,Corporate,10,49.86,0.0,411.34,263.97,147.37,12.0,4.0
750,2024-08-09,East,Footwear,Online,Home Office,5,117.06,0.0,482.87,307.6,175.27,1.0,5.0
817,2024-08-09,North,Accessories,Retail,Consumer,2,82.74,0.15,116.04,70.33,45.71,8.0,5.0
1305,2024-08-09,East,Footwear,Online,Consumer,1,23.59,0.0,19.46,12.01,7.45,8.0,1.0
1370,2024-08-09,West,Apparel,Retail,Corporate,1,48.93,0.0,40.37,23.13,17.24,3.0,5.0
2200,2024-08-09,East,Footwear,Retail,Consumer,4,51.84,0.0,171.07,103.98,67.09,8.0,4.0
2395,2024-08-09,East,Footwear,Online,Consumer,1,100.44,0.1,74.58,51.74,22.84,14.0,3.0
2514,2024-08-09,East,Apparel,Retail,Consumer,5,45.34,0.0,187.03,114.15,72.88,10.0,4.0
2764,2024-08-09,North,Outerwear,Retail,Consumer,7,20.04,0.05,109.94,66.85,43.09,9.0,
303,2024-08-10,East,Apparel,Retail,Consumer,6,58.57,0.25,217.44,132.43,85.01,1.0,4.0
791,2024-08-10,East,Footwear,Retail,Corporate,2,36.86,0.0,60.82,39.95,20.87,6.0,3.0
1961,2024-08-10,North,Footwear,Retail,Corporate,9,73.51,0.0,545.81,337.89,207.92,5.0,4.0
2069,2024-08-10,West,Footwear,Online,Consumer,1,52.54,0.0,43.35,27.77,15.58,12.0,2.0
2526,2024-08-10,South,Apparel,Online,Consumer,7,51.24,0.0,295.91,170.7,125.21,11.0,2.0
2649,2024-08-10,West,Accessories,Retail,Consumer,2,19.22,0.05,30.13,20.02,10.11,3.0,
4534,2024-08-10,East,Footwear,Retail,Consumer,9,122.39,0.15,772.43,484.13,288.3,6.0,5.0
137,2024-08-11,East,Accessories,Retail,Consumer,6,89.72,0.0,444.11,238.35,205.76,,4.0
228,2024-08-11,East,Accessories,Retail,Consumer,7,39.32,0.0,227.07,137.51,89.56,14.0,3.0
1019,2024-08-11,North,Outerwear,Retail,Corporate,5,78.62,0.15,275.66,187.39,88.27,1.0,5.0
2033,2024-08-11,West,Apparel,Retail,Consumer,9,66.8,0.0,495.99,318.42,177.57,6.0,3.0
2531,2024-08-11,South,Footwear,Online,Corporate,2,73.17,0.1,108.66,61.73,46.93,13.0,1.0
3630,2024-08-11,North,Accessories,Online,Consumer,4,115.0,0.05,360.52,230.16,130.36,11.0,4.0
4290,2024-08-11,North,Apparel,Online,Home Office,5,63.46,0.0,261.77,177.99,83.78,3.0,
4912,2024-08-11,West,Apparel,Online,Corporate,5,92.99,0.05,364.4,226.94,137.46,5.0,
625,2024-08-12,North,Outerwear,Retail,Home Office,7,43.67,0.0,252.19,146.9,105.29,9.0,5.0
2109,2024-08-12,South,Accessories,Online,Consumer,2,34.89,0.15,48.93,34.65,14.28,7.0,1.0
2401,2024-08-12,West,Apparel,Online,Consumer,7,23.38,0.15,114.77,66.15,48.62,8.0,5.0
4185,2024-08-12,North,Footwear,Retail,Consumer,11,64.34,0.1,525.5,348.02,177.48,1.0,5.0
427,2024-08-13,North,Footwear,Online,Consumer,2,35.97,0.0,59.35,38.62,20.73,14.0,5.0
605,2024-08-13,North,Footwear,Retail,Consumer,8,65.09,0.0,429.59,284.45,145.14,9.0,5.0
2851,2024-08-13,South,Accessories,Online,Home Office,10,60.27,0.0,497.23,286.15,211.08,4.0,1.0
3010,2024-08-13,West,Footwear,Retail,Consumer,2,72.25,0.0,119.21,71.78,47.43,8.0,3.0
3406,2024-08-13,South,Apparel,Wholesale,Home Office,235,80.38,0.0,15583.67,10003.4,5580.27,6.0,4.0
4785,2024-08-13,West,Apparel,Online,Consumer,11,48.08,0.0,436.33,287.5,148.83,11.0,
2006,2024-08-14,East,Footwear,Online,Corporate,8,100.22,0.0,661.45,419.23,242.22,12.0,3.0
2365,2024-08-14,South,Footwear,Online,Consumer,11,64.26,0.05,554.0,324.19,229.81,8.0,5.0
2756,2024-08-14,South,Footwear,Retail,Consumer,7,54.59,0.05,299.49,191.93,107.56,4.0,1.0
3873,2024-08-14,North,Accessories,Retail,Home Office,2,62.95,0.0,103.87,63.81,40.06,14.0,1.0
1638,2024-08-15,South,Footwear,Online,Consumer,10,57.58,0.25,356.28,225.3,130.98,11.0,
1995,2024-08-15,East,Accessories,Online,Consumer,5,191.51,0.1,710.98,406.68,304.3,7.0,3.0
2213,2024-08-15,West,Apparel,Wholesale,Consumer,395,66.66,0.0,21722.83,13343.53,8379.3,13.0,3.0
4050,2024-08-15,South,Accessories,Retail,Corporate,9,63.7,0.0,472.97,318.76,154.21,7.0,1.0
4962,2024-08-15,South,Apparel,Online,Consumer,1,79.48,0.0,65.57,38.89,26.68,,2.0
4989,2024-08-15,East,Footwear,Online,Consumer,8,36.11,0.0,238.33,143.26,95.07,7.0,1.0
2,2024-08-16,North,Apparel,Online,Consumer,7,49.53,0.05,271.73,180.26,91.47,9.0,3.0
395,2024-08-16,South,Outerwear,Retail,Consumer,7,39.12,0.05,214.62,121.52,93.1,1.0,4.0
494,2024-08-16,East,Footwear,Online,Consumer,10,34.9,0.05,273.53,175.39,98.14,14.0,2.0
865,2024-08-16,South,Footwear,Retail,Consumer,11,24.85,0.0,225.51,124.2,101.31,4.0,5.0
2364,2024-08-16,South,Apparel,Online,Corporate,10,54.31,0.15,380.85,206.8,174.05,9.0,
3669,2024-08-16,West,Accessories,Online,Consumer,1,57.74,0.1,42.87,26.37,16.5,1.0,2.0
3781,2024-08-16,North,Outerwear,Online,Consumer,7,57.57,0.25,249.35,159.16,90.19,13.0,5.0
4048,2024-08-16,South,Footwear,Retail,Consumer,7,49.24,0.05,270.14,159.62,110.52,12.0,4.0
4866,2024-08-16,North,Footwear,Online,Consumer,6,53.02,0.0,262.45,170.64,91.81,3.0,5.0
109,2024-08-17,East,Apparel,Online,Home Office,6,22.08,0.0,109.3,59.57,49.73,5.0,
3774,2024-08-17,South,Apparel,Online,Consumer,11,84.48,0.1,689.99,409.79,280.2,2.0,3.0
3854,2024-08-17,East,Apparel,Online,Corporate,10,37.46,0.05,293.59,192.84,100.75,5.0,1.0
1147,2024-08-18,South,Apparel,Wholesale,Consumer,346,103.78,0.0,29624.0,17402.94,12221.06,7.0,
1767,2024-08-18,East,Outerwear,Online,Corporate,11,73.54,0.0,667.38,471.02,196.36,,4.0
3355,2024-08-18,South,Outerwear,Online,Home Office,10,71.32,0.0,588.39,350.07,238.32,7.0,2.0
3753,2024-08-18,South,Outerwear,Online,Corporate,11,110.36,0.0,1001.52,645.79,355.73,11.0,
4081,2024-08-18,North,Footwear,Online,Consumer,4,51.31,0.15,143.92,86.25,57.67,11.0,4.0
86,2024-08-19,West,Outerwear,Wholesale,Corporate,366,64.88,0.1,17631.46,10145.52,7485.94,6.0,5.0
326,2024-08-19,South,Footwear,Online,Consumer,9,66.45,0.0,493.39,280.58,212.81,10.0,3.0
1301,2024-08-19,West,Accessories,Online,Consumer,11,18.26,0.0,165.71,110.66,55.05,,4.0
2678,2024-08-19,West,Apparel,Online,Consumer,1,57.55,0.0,47.48,28.21,19.27,1.0,
2954,2024-08-19,South,Footwear,Wholesale,Consumer,249,37.76,0.1,6981.16,4133.3,2847.86,1.0,
3239,2024-08-19,East,Footwear,Online,Corporate,7,27.29,0.1,141.84,96.1,45.74,1.0,2.0
3773,2024-08-19,East,Footwear,Retail,Home Office,6,41.7,0.0,206.42,113.68,92.74,3.0,4.0
397,2024-08-20,North,Apparel,Online,Home Office,5,42.94,0.0,177.13,113.29,63.84,3.0,
410,2024-08-20,South,Outerwear,Retail,Consumer,11,88.63,0.05,764.1,499.25,264.85,,2.0
699,2024-08-20,West,Apparel,Online,Home Office,1,34.81,0.0,28.72,17.37,11.35,2.0,
1489,2024-08-20,East,Footwear,Wholesale,Home Office,46,23.8,0.1,812.89,509.78,303.11,6.0,2.0
2444,2024-08-20,South,Footwear,Online,Consumer,2,52.83,0.1,78.45,48.54,29.91,4.0,4.0
2914,2024-08-20,North,Footwear,Online,Home Office,2,70.25,0.05,110.12,68.45,41.67,5.0,3.0
3082,2024-08-20,South,Footwear,Wholesale,Consumer,179,135.07,0.0,19946.46,12003.7,7942.76,,4.0
3254,2024-08-20,South,Footwear,Wholesale,Corporate,260,37.59,0.0,8063.06,5585.67,2477.39,12.0,
4425,2024-08-20,South,Outerwear,Online,Corporate,9,35.81,0.0,265.89,175.98,89.91,10.0,1.0
247,2024-08-21,West,Footwear,Online,Consumer,2,50.36,0.05,78.94,48.88,30.06,2.0,5.0
989,2024-08-21,East,Apparel,Retail,Consumer,8,101.62,0.0,670.69,402.54,268.15,6.0,4.0
1408,2024-08-21,East,Apparel,Online,Consumer,6,12.29,0.1,54.75,38.11,16.64,3.0,3.0
1771,2024-08-21,West,Accessories,Retail,Consumer,1,13.72,0.1,10.19,6.0,4.19,13.0,2.0
1897,2024-08-21,East,Apparel,Online,Home Office,6,34.26,0.1,152.63,89.86,62.77,,5.0
2775,2024-08-21,East,Accessories,Online,Consumer,10,50.16,0.0,413.82,256.23,157.59,10.0,2.0
2810,2024-08-21,West,Accessories,Retail,Consumer,4,31.03,0.05,97.28,60.45,36.83,5.0,5.0
3040,2024-08-21,West,Footwear,Retail,Consumer,1,70.18,0.1,52.11,30.74,21.37,6.0,1.0
3135,2024-08-21,East,Apparel,Online,Home Office,5,64.74,0.0,267.05,154.52,112.53,1.0,
4248,2024-08-21,South,Accessories,Online,Consumer,1,85.08,0.15,59.66,39.13,20.53,6.0,1.0
4599,2024-08-21,West,Accessories,Online,Consumer,6,88.33,0.0,437.23,300.58,136.65,,
4760,2024-08-21,East,Accessories,Online,Corporate,9,17.55,0.0,130.31,94.6,35.71,12.0,4.0
732,2024-08-22,South,Apparel,Wholesale,Consumer,135,68.28,0.1,6844.22,4323.36,2520.86,3.0,5.0
2180,2024-08-22,West,Accessories,Retail,Home Office,1,54.5,0.0,44.96,30.25,14.71,12.0,
2279,2024-08-22,South,Accessories,Online,Consumer,6,45.47,0.0,225.08,145.45,79.63,11.0,
2517,2024-08-22,West,Apparel,Retail,Consumer,9,94.71,0.0,703.22,472.66,230.56,8.0,
2974,2024-08-22,West,Accessories,Retail,Consumer,9,53.37,0.05,376.46,197.99,178.47,2.0,1.0
3700,2024-08-22,West,Apparel,Retail,Consumer,1,36.01,0.05,28.22,17.49,10.73,9.0,1.0
4897,2024-08-22,East,Footwear,Online,Home Office,7,53.26,0.15,261.44,166.8,94.64,11.0,2.0
430,2024-08-23,West,Apparel,Retail,Home Office,6,17.76,0.05,83.52,48.94,34.58,3.0,5.0
781,2024-08-23,South,Footwear,Retail,Consumer,8,38.78,0.0,255.95,167.1,88.85,3.0,3.0
1021,2024-08-23,North,Footwear,Online,Home Office,6,25.11,0.0,124.29,76.38,47.91,7.0,4.0
1364,2024-08-23,North,Accessories,Online,Consumer,10,17.93,0.1,133.13,85.08,48.05,13.0,3.0
1765,2024-08-23,North,Footwear,Wholesale,Consumer,301,26.27,0.05,6197.32,3785.02,2412.3,8.0,1.0
3048,2024-08-23,North,Outerwear,Online,Corporate,6,72.44,0.0,358.58,221.6,136.98,5.0,2.0
3647,2024-08-23,East,Apparel,Retail,Consumer,11,42.66,0.25,290.35,171.64,118.71,12.0,1.0
3922,2024-08-23,South,Apparel,Online,Home Office,8,106.91,0.0,705.61,496.58,209.03,1.0,
4063,2024-08-23,South,Footwear,Online,Consumer,3,29.45,0.15,61.96,37.57,24.39,,5.0
4891,2024-08-23,East,Footwear,Retail,Consumer,4,147.6,0.0,487.08,294.43,192.65,1.0,1.0
404,2024-08-24,South,Footwear,Retail,Consumer,5,84.3,0.15,295.58,199.89,95.69,7.0,2.0
499,2024-08-24,South,Footwear,Online,Consumer,1,106.27,0.0,87.67,54.99,32.68,12.0,2.0
1958,2024-08-24,West,Accessories,Online,Consumer,1,46.11,0.0,38.04,24.34,13.7,4.0,3.0
2367,2024-08-24,East,Apparel,Online,Corporate,5,42.18,0.0,173.99,102.3,71.69,4.0,3.0
2696,2024-08-24,West,Apparel,Online,Consumer,5,11.59,0.0,47.81,25.57,22.24,9.0,
3489,2024-08-24,East,Outerwear,Online,Corporate,2,36.03,0.0,59.45,34.6,24.85,3.0,1.0
3870,2024-08-24,East,Footwear,Online,Consumer,10,87.91,0.0,725.26,458.88,266.38,11.0,3.0
4764,2024-08-24,North,Apparel,Online,Consumer,7,32.82,0.0,189.54,122.19,67.35,1.0,5.0
1191,2024-08-25,East,Accessories,Online,Consumer,3,45.06,0.0,111.52,70.69,40.83,,3.0
3879,2024-08-25,North,Footwear,Online,Consumer,4,45.03,0.0,148.6,92.65,55.95,5.0,3.0
4347,2024-08-25,West,Footwear,Online,Corporate,6,62.35,0.0,308.63,191.08,117.55,2.0,4.0
4355,2024-08-25,North,Footwear,Online,Consumer,8,61.52,0.1,365.43,229.87,135.56,7.0,3.0
4602,2024-08-25,West,Apparel,Online,Consumer,10,52.2,0.1,387.58,228.44,159.14,5.0,
632,2024-08-26,South,Footwear,Retail,Consumer,10,30.28,0.0,249.81,145.85,103.96,14.0,3.0
727,2024-08-26,West,Apparel,Retail,Consumer,1,86.21,0.05,67.57,42.15,25.42,6.0,3.0
816,2024-08-26,North,Accessories,Retail,Consumer,2,102.27,0.05,160.31,93.54,66.77,11.0,
